Centro;Descripcion Centro;Seccion;Descripcion Seccion;Código PEP;Denominación;Año inicio;Año de finalización previsto;Año de finalización;Distrito;Denominación Distrito;Dirección;Tipo Vial;Vial;Numero;Latitud;Longitud;LÍNEA DE INVERSIÓN;DENOMINACIÓN LÍNEA DE INVERSIÓN;Gasto ejecutado;Importe 2021;Importe 2022;Importe 2023;Importe 2024;Resto Anualidades;Total previsto;Estado;Observaciones;Url_Fotografia;Fecha de los datos
1;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2017/007121;PARQUE SAN ISIDRO. REHABILITACIÓN (ID 17: 4302);2017;2021;;211;CARABANCHEL;Paseo 15 De Mayo Y Paseo Ermita Del Santo C/V Calle Vía Carpetana;Paseo;Paseo 15 De Mayo Y Paseo Ermita Del Santo C/V Calle Vía Carpetana;;'40.4006829;'-3.7272645;9;MEDIO AMBIENTE;50157,99;3634826;;;;;3684983,99;EN PROCESO;;;14/02/2022
700;EMPRESA MUNICIPAL DE TRANSPORTES, S.A.;150;MEDIO AMBIENTE Y MOVILIDAD;2021/EMT/003;CONSTRUCCIÓN ASFALTADO COMPLETO BASE ESCUADRÓN;2021;2024;;209;MONCLOA-ARAVACA;CONSTRUCCIÓN ASFALTADO COMPLETO BASE ESCUADRÓN;Carretera;El Pardo;5;'40.4358;'-3.7362;2;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;0;1200000;0;9;0;0;1200009;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2017/000195;EDIFICIO DOTACIONAL C/EDUARDO MORALES,28(CENTRO SERVICIOS SOCIALES VISTA ALEGRE).CONSTRUCCIÓN;2018;2021;2021;211;CARABANCHEL;Calle Eduardo Morales, 28;Calle;Eduardo Morales;28;'40.3878601;'-3.7395651;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;4170024,67;1526445;;;;;5696469,67;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2017-000195_EdMorales.jpg;14/02/2022
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2016/001;CASA DE CAMPO GENERAL. OBRA CIVIL E INSTALACIONES;2016;2023;;209;MONCLOA-ARAVACA;Avenida Principal, 16 Y Avenida Portugal S/n;Avenida;Principal, 16 Y Avenida Portugal S/n;;'40.4144657;'-3.7401438;0;INVERSIONES DE CARÁCTER GENERAL;352804,77;110384;1025000;515000;0;700000;2703188,77;EN PROCESO;;;14/02/2022
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2016/002;MADRID ARENA. INSTALACIONES;2016;2023;;209;MONCLOA-ARAVACA;Avenida Principal, 16 Y Avenida Portugal S/n;Avenida;Principal, 16 Y Avenida Portugal S/n;;'40.4144658;'-3.7401438;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;721788,15;201709;1318653;15000;0;1000000;3257150,15;EN PROCESO;;;14/02/2022
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2016/005;PABELLÓN DE HEXÁGONOS. REHABILITACIÓN EDIFICIOS E INSTALACIONES;2016;2023;;209;MONCLOA-ARAVACA;Avenida Principal, 16 Y Avenida Portugal S/n;Avenida;Principal, 16 Y Avenida Portugal S/n;;'40.4144659;'-3.7401438;0;INVERSIONES DE CARÁCTER GENERAL;289200,97;901135;450567;0;0;0;1640902,97;EN PROCESO;;;14/02/2022
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2016/006;PABELLÓN CONVENCIONES. OBRA CIVIL, REHABILITACIÓN EDIFICIOS;2016;2023;;209;MONCLOA-ARAVACA;Avenida Principal, 16 Y Avenida Portugal S/n;Avenida;Principal, 16 Y Avenida Portugal S/n;;'40.4144660;'-3.7401438;14;SECTORES PRODUCTIVOS;1576142,29;396772;0;0;0;0;1972914,29;EN PROCESO;;;14/02/2022
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2016/007;PABELLÓN DE  AUTORIDADES. REHABILITACIÓN EDIFICIOS;2016;2023;;209;MONCLOA-ARAVACA;Avenida Principal, 16 Y Avenida Portugal S/n;Avenida;Principal, 16 Y Avenida Portugal S/n;;'40.4144661;'-3.7401438;0;INVERSIONES DE CARÁCTER GENERAL;0;20000;0;0;0;500000;520000;EN PROCESO;;;14/02/2022
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2016/00;TEATRO AUDITORIO. REHABILITACIÓN EDIFICIOS;2016;2023;;209;MONCLOA-ARAVACA;Avenida Principal, 16 Y Avenida Portugal S/n;Avenida;Principal, 16 Y Avenida Portugal S/n;;'40.4144662;'-3.7401438;10;CULTURA;361561,36;100000;400000;820000;0;0;1681561,36;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;130;CULTURA, TURISMO Y DEPORTE;2020/000419;PABELLÓN DE HEXÁGONOS CASA DE CAMPO. REHABILITACIÓN;2021;2023;;209;MONCLOA-ARAVACA;Calle De Los Hexágonos, 4;Calle;de los Hexágonos;4;'40.4126577;'-3.7442902;10;CULTURA;;66000;950000;294000;;;1310000;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;210;DISTRITO DE LATINA;2020/000828;ESCUELA DE MÚSICA EN C/ HURTUMPASCUAL, DISTRITO LATINA. CONSTRUCCIÓN;2021;2023;;210;LATINA;Calle Hurtumpascual, 1-3.;Calle;Hurtumpascual;1 y 3;'40.4011395;'-3.7451803;5;EDUCACIÓN;;600000;3450000;300000;;;4350000;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2021/000347;"PARQUE DE LAS CRUCES, DISTRITO DE CARABANCHEL. REHABILITACIÓN (ID 19: 9283;11756)";2021;2022;;211;CARABANCHEL;Avenida Poblados C/V Calle Consuelo Guzmán C/V Vidauba;Avenida de;Los Poblados C/V Calle Consuelo Guzmán C/V Vidauba;;'40.376885;'-3.753343;9;MEDIO AMBIENTE;;39994;2100000;;;;2139994;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000297;BIBLIOTECA EN EL DISTRITO DE CARABANCHEL. CONSTRUCCIÓN;2020;2023;;211;CARABANCHEL;Avenida Carabanchel Alto, 51;Avenida;Carabanchel Alto;51;'40.3616093;'-3.7560156;10;CULTURA;12488,68;150000;3000000;1400000;;;4562488,68;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000426;UNIDAD INTEGRAL POLICÍA MUNICIPAL CARABANCHEL. AVDA. CARABANCHEL ALTO, 61. CONSTRUCCIÓN;2020;2023;;211;CARABANCHEL;Avenida Carabanchel Alto, 61;Avenida;Carabanchel Alto;61;'40.36164197967930;'-3.7536981585771100;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;17348,13;100000;3100000;2200000;;;5417348,13;EN PROCESO;;;14/02/2022
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;21;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN CARABANCHEL 29;2017;2021;2021;211;CARABANCHEL;Contrucción Avenida De La Peseta, 46;Avenida;de la Peseta;46;'40.3624493;'-3.7622598;15;VIVENDA;14741456,07;6335104,64;0;0;0;0;21076560,71;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_21_Carabanchel.jpg;14/02/2022
1;AYUNTAMIENTO;160;DESARROLLO URBANO;2020/007075;PARCELA AVENIDA DEL TALGO, MONCLOA-ARAVACA. EJECUCIÓN BOSQUE METROPOLITANO;2021;2021;;209;MONCLOA-ARAVACA;AVENIDA DEL TALGO, MONCLOA-ARAVACA;;AVENIDA DEL TALGO, MONCLOA-ARAVACA;;'40.44463434;'-3.77885365;6;URBANISMO;;1661959;;;;;1661959;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2019/000730;APARCAMIENTO DISUASORIO EN SUPERFICIE AVIACIÓN ESPAÑOLA. CONSTRUCCIÓN;2020;2021;2021;210;LATINA;Calle Fuente De Lima, 8;Calle;Fuente de Lima;8;'40.3836378;'-3.7856891;7;INFRAESTRUCTURAS;98007,9;1755289;;;;;1853296,9;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2019-000730_AviacionEsp.jpg;14/02/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2018/001118;CENTRO MAYORES Y SERVICIOS SOCIALES C/CANAL DE PANAMÁ C/V.CANAL MOZAMBIQUE . CONSTRUCCIÓN;2018;2022;;215;CIUDAD LINEAL;Calle panamá, 17 C/V Canal De Mozambique;Calle;Panamá, 17 C/V Canal De Mozambique;;'40.440897645215800;'-3.6518546975119700;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;91001,84;4332947;3076374;;;;7500322,84;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2019/000666;COLECTOR VICÁLVARO A, SECTOR LOS AHIJONES. CONSTRUCCIÓN;2019;2022;;219;VICÁLVARO;Ámbito Uzpp 2.03 Los Ahijones Y Ámbito Uzpp 2.04 Los Berrocales;;Ámbito Uzpp 2.03 Los Ahijones Y Ámbito Uzpp 2.04 Los Berrocales;;'40.38058555358560;'-3.5665939694949200;9;MEDIO AMBIENTE;60453,64;8727458;18700000;;;;27487911,64;EN PROCESO;;;14/02/2022
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y EMPLEO;2020/MERCA/001;MERCAMADRID. MEJORA ACCESOS, CONDICIONES DE MOVILIDAD E INSTALACIONES DE SEGURIDAD;2020;2024;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;'40.3616249;'-3.664242;14;SECTORES PRODUCTIVOS;4913129,28;1306000;803000;620000;620000;0;8262129,28;EN PROCESO;;;14/02/2022
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y EMPLEO;2020/MERCA/002;MERCADOS CENTRALES Y EDIFICACIONES;2020;2024;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;'40.3585575;'-3.6675801;14;SECTORES PRODUCTIVOS;11253390,94;3464000;894000;723000;673000;0;17007390,94;EN PROCESO;;;14/02/2022
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y EMPLEO;2020/MERCA/003;AMPLIACIÓN MERCAMADRID. REFORESTACIÓN Y ADECUACIÓN DEL ENTORNO, NUEVOS CENTROS DE FORMACIÓN ALIMENTARIA, APARCAMIENTO Y MEJORA DEL CENTRO ADMINISTRATIVO;2020;2024;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;'40.36557798757290;'-3.668069465062160;14;SECTORES PRODUCTIVOS;3541151,86;3214326;6132000;6291000;6691000;0;25869477,86;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2020/000323;COLECTOR EN C/ EDUARDO BARREIROS. CONSTRUCCIÓN;2020;2021;;217;VILLAVERDE;Calle Eduardo Barreiros;Calle;Eduardo Barreiros;;'40.35898888676470;'-3.702677103983560;9;MEDIO AMBIENTE;20642,9;1026230;;;;;1046872,9;EN PROCESO;;;14/02/2022
1;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2015/000223;TRAMO SUPERIOR ARROYO DE LOS MIGUELES. ACONDICIONAMIENTO;2015;2021;2021;219;VICÁLVARO;Confluencia arroyos los Ahijones y La Marañosa hasta paso bajo la autovía A-3;;Confluencia arroyos los Ahijones y La Marañosa hasta paso bajo la autovía A-3;;'40.377746;'-3.563952;9;MEDIO AMBIENTE;399455,22;489567;;;;;889022,22;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2020/2020_2015-000223_ArroyoMigueles.jpg;10/06/2022
1;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2018/005233;JARDINES DEL BUEN RETIRO. REHABILITACIÓN INTEGRAL DEL PASEO DE MÉJICO;2020;2021;2021;203;RETIRO;Paseo de Méjico;Paseo;de Méjico;;'40.419500;'-3.687472;9;MEDIO AMBIENTE;795432,69;140000;;;;;935432,69;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2018-005233_PaseoMejico.jpg;10/06/2022
1;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2018/010648;APARCAMIENTO DISUASORIO EN SUPERFICIE PITIS. CONSTRUCCIÓN;2018;2021;2021;208;FUENCARRAL-EL PARDO;Calle Gloria Fuertes, 191, 28049 Madrid;Calle;Gloria Fuertes;191;'40.49553852652320;'-3.725235802891990;7;INFRAESTRUCTURAS;495862,74;718517;;;;;1214379,74;FINALIZADO;Viene de ejercicio 2020 en código 2020/000044;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2020/2020_2020-000044_AparcamientoPitis.jpg;10/06/2022
1;AYUNTAMIENTO;150;MEDIO AMBIENTE Y MOVILIDAD;2018/030648;APARCAMIENTO DISUASORIO EN SUPERFICIE FUENTE DE LA MORA. CONSTRUCCIÓN;2018;2021;2021;216;HORTALEZA;Calle Dulce Chacón, 15, 28050 Madrid;Calle;Dulce Chacón;15;'40.48507404569120;'-3.666214377059660;7;INFRAESTRUCTURAS;635836,43;553638;;;;;1189474,43;FINALIZADO;Viene de ejercicio 2020 en código 2020/000289;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2020/2020_2020-000289_AparcamientoFuenteMora.jpg;10/06/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000277;CENTRO DE SERVICIOS SOCIALES ENTREVIAS, C/ YUSTE, 8. AMPLIACIÓN;2018;2021;2021;213;PUENTE DE VALLECAS;Calle Yuste, 8;Calle;Yuste;8;'40.375811;'-3.668640;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;2287052,37;201868;;;;;2488920,37;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2016-000277_CSSEntrev%C3%ADas_C.Yuste.jpg;10/06/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000291;EDIFICIO PLAZA DE LEGAZPI, 7. REHABILITACION EDIFICIO PARA SERVICIOS ADMINISTRATIVOS;2016;2021;2021;202;ARGANZUELA;Plaza de Legazpi, 7;Plaza;Legazpi;7;'40.391115;'-3.695416;0;INVERSIONES DE CARÁCTER GENERAL;5457760,67;714366;;;;;6172126,67;FINALIZADO;;;10/06/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000475;CENTRO CULTURAL Y DE MAYORES TRAVESÍA DEL CAÑO, 5. CONSTRUCCIÓN;2017;2021;2021;209;MONCLOA-ARAVACA;Travesía del Caño, 5;Travesía;del Caño;5;'40.458830;'-3.785569;10;CULTURA;5413866,99;486504;;;;;5900370,99;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2016-475_CMSSTravesiaCaño.jpg;10/06/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000505;FACTORÍA INDUSTRIAL EN VILLAVERDE (LA RESINA). CONSTRUCCIÓN;2018;2021;2021;217;VILLAVERDE;Av.Real de Pinto,166. (Polígo Industrial El Gato);Avenida;Real de Pinto;166;'40.330640;'-3.715899;14;SECTORES PRODUCTIVOS;6251573,92;530086,6;;;;;6781660,52;FINALIZADO;Crédito Definitivo Contabilizado a 31.12 21 ;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2016-000505_FactoriaIndustrialVillaverde.jpg;10/06/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2016/000529;CENTRO DE MAYORES C/ BLAS CABRERA. CONSTRUCCIÓN (ID 17: 5177);2017;2021;2021;210;LATINA;Calle Blas Cabrera, 145;Calle;Blas Cabrera;145;'40.381304;'-3.764865;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;3569293,87;297216;;;;;3866509,87;FINALIZADO;Crédito Definitivo Contabilizado a 31.12 21 ;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2016-529_CMBlasCabrera.jpg;10/06/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2017/000198;ESCUELA DE MÚSICA C/CORREGIDOR DIEGO VALDERRÁBANO. CONSTRUCCIÓN;2018;2021;2021;214;MORATALAZ;Calle del Corregidor Diego de Valderrábano,66;Calle;del Corregidor Diego de Valderrábano;66;'40.412007;'-3.658037;5;EDUCACIÓN;4553208,56;362562;;;;;4915770,56;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2017-000198_EscuelaMusicaDiegoValderr.jpg;10/06/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2017/001498;UNIDAD INTEGRAL POLICÍA MUNICIPAL HORTALEZA. C/ AREQUIPA, 2. CONSTRUCCIÓN;2018;2021;2021;216;HORTALEZA;Calle Arequipa, 2;Calle;Arequipa;2;'40.469013;'-3.641922;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;4265584,15;418411;;;;;4683995,15;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2017-001498_UIDHortalezaArequipa.jpg;10/06/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2017/004712;UNIDAD LOGÍSTICA POLICÍA MUNICIPAL, AVENIDA DE VALLADOLID, 6. SUBSANACIÓN DE PATOLOGÍAS;2018;2021;2021;209;MONCLOA-ARAVACA;Avenida de Valladolid, 6;Avenida;de Valladolid;6;'40.429685;'-3.729507;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;2199549,78;177420,16;;;;;2376969,94;FINALIZADO;Crédito Definitivo Contabilizado a 31.12 21 ;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2017-004712_UIDAvdaValladolid.jpg;10/06/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2018/001090;PARQUE DE BOMBEROS Y EDIFICIO SAMUR C/ SANTERAS, 39. CONSTRUCCIÓN;2018;2021;2021;219;VICÁLVARO;Calle Santeras, 39;Calle;Santeras;39;'40.392178;'-3.589830;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;6629395,12;650301,99;;;;;7279697,11;FINALIZADO;Crédito Definitivo Contabilizado a 31.12 21 ;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2018-001090_BomberosSamurSanteras.jpg;10/06/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2018/005057;PALACIO TORRE ARIAS. SUBSANACIÓN DE PATOLOGÍAS Y CONSOLIDACIÓN FORJADOS Y MUROS;2019;2021;2021;220;SAN BLAS-CANILLEJAS;Calle Rodriguez Ayuso,11;Calle;Rodriguez Ayuso;11;'40.446189513951800;'-3.6197618193996100;0;INVERSIONES DE CARÁCTER GENERAL;3329136,6;234174,91;;;;;3563311,51;FINALIZADO;Crédito Definitivo Contabilizado a 31.12 21 ;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2018-005057_PalacioTorreArias.jpg;10/06/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2018/005072;CENTRO DEPORTIVO VICÁLVARO (MARGOT MOLES). SUBSANACIÓN DE PATOLOGÍAS EN GALERÍA PISCINA DE VERANO;2019;2021;2021;219;VICÁLVARO;Paseo del Polideportivo, 3;Paseo ;del Polideportivo ;3;'40.40927578819650;'-3.6032795894011900;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;2746292,03;249686,17;;;;;2995978,2;FINALIZADO;Crédito Definitivo a 31.12 21 ;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2018-005072_CDMVicalvaroPatologiaPiscina.jpg;10/06/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2018/005157;CARRERA DE SAN JERÓNIMO, CEDACEROS, ARLABAN Y VIRGEN DE LOS PELIGROS. REMODELACIÓN;2020;2021;2021;201;CENTRO;CARRERA DE SAN JERÓNIMO, CEDACEROS, ARLABAN Y VIRGEN DE LOS PELIGROS;;CARRERA DE SAN JERÓNIMO, CEDACEROS, ARLABAN Y VIRGEN DE LOS PELIGROS;;'40.416764715664000;'-3.6996881182363200;6;URBANISMO;1216928,85;200679;;;;;1417607,85;FINALIZADO;;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2018-005157_JeronimosCedacerosOtras.jpg;10/06/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2018/006012;ESCUELA INFANTIL C/ RODAS, 20-22. CONSTRUCCIÓN;2018;2021;2021;201;CENTRO;Calle Rodas, 20-22;Calle;Rodas;20-22;'40.40836266765930;'-3.7065290605658800;5;EDUCACIÓN;2289513,67;192517,28;;;;;2482030,95;FINALIZADO;Crédito Definitivo a 31.12 21 ;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2018-006012 EscuelaInfantilCRodas.jpg;10/06/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000260;EDIFICIO SEDE DEL DISTRITO DE PUENTE DE VALLECAS. CONSTRUCCIÓN;2021;2021;;213;PUENTE DE VALLECAS;AVDA. BUENOS AIRES, 17 C/V C/ SIERRA SALVADA;Avenida;Buenos Aires, 17 c/v  calle Sierra salvada;;'40.3887019;'-3.6555218;0;INVERSIONES DE CARÁCTER GENERAL;0;146174,51;;;;;146174,51;EN PROCESO;Crédito Definitivo a 31.12 21 ;;10/06/2022
1;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2020/000268;CENTRO DEPORTIVO JOSÉ MARÍA CAGIGAL. SUBSANACIÓN PATOLOGÍAS VESTUARIOS Y PABELLÓN;2020;2021;2021;209;MONCLOA-ARAVACA;Calle Santa Pola, 22;Calle;Santa Pola;22;'40.4325727195707;'-3.7370170635802000;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1963604,95;187494,08;;;;;2151099,03;FINALIZADO;Crédito Definitivo a 31.12 21 ;https://transparencia.madrid.es/FWProjects/transparencia/EconomiaYPresupuestos/PresAbiertos/Fotos2021/2021_2020-000268%20CDM%20Cagical%20Pabell%C3%B3n.jpg;10/06/2022
